Date,Amount,Description,Category,Method of purchase
1-1-19,$1000.00,rent,rent,cash
1-3-19,$201.00,book,misc,smiles
1-5-19,$197.00,book,gifts,card
1-7-19,$177.00,confetti,misc,card
1-11-19,$96.00,hat,misc,check
1-12-19,$279.00,bills,food,check
1-15-19,$90.00,blanket,food,check
1-16-19,$159.00,gas,misc,check
1-23-19,$119.00,car,car,smiles
1-26-19,$122.00,blanket,gifts,cash
2-1-19,$1000.00,rent,rent,smiles
2-4-19,$133.00,bills,misc,cash
2-10-19,$94.00,car,misc,card
2-11-19,$200.00,car,misc,card
2-12-19,$60.00,gas,gifts,cash
2-16-19,$234.00,bills,car,cash
2-19-19,$208.00,bills,car,cash
2-20-19,$84.00,car,rent,check
2-24-19,$98.00,car,gifts,card
3-1-19,$1000.00,rent,rent,card
3-4-19,$137.00,blanket,food,smiles
3-9-19,$182.00,car,car,card
3-11-19,$79.00,confetti,car,card
3-20-19,$122.00,antifreeze,rent,smiles
3-22-19,$24.00,book,car,smiles
3-26-19,$195.00,bills,misc,check
4-1-19,$1000.00,rent,rent,smiles
4-1-19,$85.00,gas,rent,smiles
4-1-19,$157.00,antifreeze,food,check
4-5-19,$130.00,hat,misc,cash
4-13-19,$83.00,bills,food,card
4-18-19,$229.00,confetti,gifts,cash
4-24-19,$271.00,gas,food,check
5-1-19,$1000.00,rent,rent,cash
5-5-19,$90.00,hat,rent,card
5-7-19,$234.00,gas,rent,cash
5-11-19,$44.00,blanket,car,smiles
5-13-19,$197.00,blanket,rent,check
5-21-19,$19.00,hat,rent,check
5-22-19,$235.00,hat,food,check
6-1-19,$1000.00,rent,rent,smiles
6-2-19,$135.00,groceries,rent,smiles
6-6-19,$236.00,book,food,cash
6-9-19,$71.00,bills,misc,smiles
6-14-19,$205.00,antifreeze,food,check
6-16-19,$54.00,gas,car,check
6-17-19,$150.00,blanket,gifts,check
6-23-19,$6.00,confetti,food,check
7-1-19,$1000.00,rent,rent,cash
7-2-19,$121.00,hat,rent,check
7-2-19,$195.00,antifreeze,rent,cash
7-4-19,$11.00,car,gifts,smiles
7-21-19,$83.00,bills,rent,cash
7-25-19,$73.00,book,gifts,smiles
7-25-19,$95.00,hat,gifts,cash
8-1-19,$1000.00,rent,rent,smiles
8-3-19,$195.00,book,food,card
8-7-19,$204.00,car,misc,check
8-7-19,$230.00,book,food,check
8-12-19,$295.00,car,gifts,smiles
8-20-19,$285.00,hat,rent,card
8-20-19,$196.00,book,gifts,check
8-22-19,$178.00,groceries,car,card
8-24-19,$164.00,car,rent,card
8-26-19,$46.00,book,food,smiles
8-27-19,$42.00,hat,misc,cash
9-1-19,$1000.00,rent,rent,smiles
9-3-19,$132.00,gas,misc,smiles
9-5-19,$82.00,gas,food,card
9-12-19,$203.00,blanket,food,smiles
9-14-19,$189.00,groceries,car,cash
9-17-19,$155.00,bills,food,card
9-25-19,$136.00,hat,rent,cash
9-27-19,$97.00,bills,gifts,smiles
10-1-19,$1000.00,rent,rent,smiles
10-5-19,$300.00,gas,rent,smiles
10-10-19,$166.00,groceries,food,smiles
10-12-19,$140.00,book,car,card
10-20-19,$235.00,bills,rent,check
10-23-19,$250.00,antifreeze,gifts,smiles
10-23-19,$102.00,book,car,cash
10-27-19,$235.00,blanket,car,cash
10-27-19,$37.00,car,gifts,cash
11-1-19,$1000.00,rent,rent,check
11-6-19,$75.00,groceries,misc,check
11-8-19,$207.00,antifreeze,food,cash
11-11-19,$43.00,gas,misc,card
11-12-19,$46.00,car,rent,check
11-14-19,$150.00,groceries,car,check
11-19-19,$222.00,groceries,misc,card
11-21-19,$12.00,groceries,misc,cash
11-22-19,$298.00,groceries,car,card
11-27-19,$213.00,car,rent,cash
12-1-19,$1000.00,rent,rent,cash
12-4-19,$185.00,hat,car,cash
12-4-19,$146.00,bills,gifts,cash
12-15-19,$145.00,car,misc,card
12-17-19,$292.00,book,rent,check
12-19-19,$134.00,bills,rent,smiles
12-25-19,$84.00,blanket,food,smiles
12-27-19,$7.00,book,misc,smiles
